id,nct_id,outcome_id,non_inferiority_type,non_inferiority_description,param_type,param_value,dispersion_type,dispersion_value,p_value_modifier,p_value,ci_n_sides,ci_percent,ci_lower_limit,ci_upper_limit,ci_upper_limit_na_comment,p_value_description,method,method_description,estimate_description,groups_description,other_analysis_description,ci_upper_limit_raw,ci_lower_limit_raw,p_value_raw
52590772,NCT02551692,103400062,OTHER,,Partial sum of squares,101.69,,,,0.318,TWO_SIDED,,,,,,ANCOVA,,,,,,,0.318
52590773,NCT04167085,103400069,SUPERIORITY,,,,,,,0.16,,,,,,"Threshold p\<0.0167 - Because 3 primary outcomes were prespecified, the familywise error rate was adjusted for 3 endpoints: 0.05/3",Wilcoxon (Mann-Whitney),,,,,,,0.16
52590774,NCT04167085,103400070,SUPERIORITY,,,,,,,0.05,,,,,,"Threshold p\<0.0167 - Because 3 primary outcomes were prespecified, the familywise error rate was adjusted for 3 endpoints: 0.05/3",Wilcoxon (Mann-Whitney),,,,,,,0.05
52590775,NCT04167085,103400071,SUPERIORITY,,,,,,,0.19,,,,,,"Threshold p\<0.0167 - Because 3 primary outcomes were prespecified, the familywise error rate was adjusted for 3 endpoints: 0.05/3",Wilcoxon (Mann-Whitney),,,,,,,0.19
52590776,NCT04167085,103400072,SUPERIORITY,,,,,,,0.24,,,,,,Threshold p=0.05,Wilcoxon (Mann-Whitney),,,SF-12 Physical,,,,0.24
52590777,NCT04167085,103400072,SUPERIORITY,,,,,,,0.35,,,,,,Threshold p=0.05,Wilcoxon (Mann-Whitney),,,SF-12 Mental,,,,0.35
52667469,NCT01360632,103558560,SUPERIORITY_OR_OTHER,,Ratio of response rate,1.12,,,,0.3249,TWO_SIDED,95.0,0.89,1.41,,,Cochran-Mantel-Haenszel,CMH general association test controlling for trial site,,Statistical analysis 1 at Week 14. The Efficacy Sample Set included all participants who had received at least one dose of study treatment and had both an end of Phase A (Week 8) value and at least 1 post randomization efficacy evaluation for MADRS Total Score in Phase B. The LOCF method was used to impute missing data.,,1.41,0.89,0.3249
52590778,NCT04167085,103400073,SUPERIORITY,,,,,,,0.5,,,,,,Threshold p=0.05,Wilcoxon (Mann-Whitney),,,,,,,0.50
52590779,NCT04167085,103400074,SUPERIORITY,,,,,,,0.3,,,,,,Threshold p=0.05,Wilcoxon (Mann-Whitney),,,,,,,0.30
52590780,NCT04167085,103400075,SUPERIORITY,,,,,,,1.0,,,,,,Threshold p=0.05,Wilcoxon (Mann-Whitney),,,,,,,1.00
52590781,NCT02825849,103400078,SUPERIORITY,,,,,,,0.824,,,,,,,Chi-squared,,,,,,,.824
52590782,NCT02811302,103400105,OTHER,A simple count and percentage of the population were calculated based on the number of patients adjudicated as having Respiratory Depression.,,,,,,,,,,,,,,,,,"To determine the risk assessment score, first the number of patients with Respiratory Depression (RD) had to be identified. Per the rules established for the Clinical Endpoint Committee, 655 (43.6%) patients were identified as having RD.",,,
52590783,NCT02811302,103400106,OTHER,"Multivariable model for (Multivariate logistic regression) Respiratory Depression, followed by validation with Harrell's Optimism using a bootstrap sampling method.",Area Under the Curve,0.76,,,,,TWO_SIDED,95.0,0.73,0.79,,,,,The model was performed using stepwise selection including all potential predictors and interactions terms (medical history and baseline characteristics).,"A modified Full Analysis Dataset (1335) was used to derive and validate the risk assessment tool. Subjects were excluded if they had major deviations or consent withdrawals. Subjects that did not have any monitoring data were also excluded. Finally, 69 subjects were further excluded from the model, as they were missing parameters to calculate their risk score.","The model derived from the logistic regression was assessed by the Hosmer-Lemshow goodness of fit test (P = 0.831). The derived model was validated by Harrell's Optimism using a Bootstrap sampling method (500 samples from the modified dataset, 1335) with replacement. The logistic regression model with stepwise selection was performed for each bootstrap sample, and AUC calculated. The optimism calculated by Harrell's algorithm was 0.02. The model was then checked for the quartiles of the effective monitoring and for geography used as a random effect. The performance measurement of the final model was adjusted according the Harrell's Optimism for a final adjusted AUC of 0.74.",0.79,0.73,
52590784,NCT02672514,103400107,SUPERIORITY_OR_OTHER,,,,,,,0.377,,,,,,,Wilcoxon (Mann-Whitney),,,The early diagnosis of AKI currently depends on the detection of reduced kidney function by the rise of serum Creatinine concentration. We test the null hypothesis that serum Creatinine was the same in both groups. The first blood samples from both groups were collected before cardiopulmonary bypass.,,,,0.377
52590785,NCT02672514,103400107,SUPERIORITY_OR_OTHER,,,,,,,0.051,,,,,,,Wilcoxon (Mann-Whitney),,,The early diagnosis of AKI currently depends on the detection of reduced kidney function by the rise of serum Creatinine concentration. We test the null hypothesis that serum Creatinine was the same in both groups. The blood samples were collected from both groups on arrival of intensive care unit.,,,,0.051
52590786,NCT02672514,103400107,SUPERIORITY_OR_OTHER,,,,,,,0.282,,,,,,,Wilcoxon (Mann-Whitney),,,The early diagnosis of AKI currently depends on the detection of reduced kidney function by the rise of serum Creatinine concentration. We test the null hypothesis that serum Creatinine was the same in both groups. The blood samples from both groups were collected 24 hours after Operation.,,,,0.282
52590787,NCT02672514,103400107,SUPERIORITY_OR_OTHER,,,,,,,0.277,,,,,,,Wilcoxon (Mann-Whitney),,,The early diagnosis of AKI currently depends on the detection of reduced kidney function by the rise of serum Creatinine concentration. We test the null hypothesis that serum Creatinine was the same in both groups. These blood samples were collected 48 hours after cardiopulmonary Bypass.,,,,0.277
52590788,NCT02672514,103400107,SUPERIORITY_OR_OTHER,,,,,,,0.308,,,,,,,Wilcoxon (Mann-Whitney),,,The early diagnosis of AKI currently depends on the detection of reduced kidney function by the rise of serum Creatinine concentration. We test the null hypothesis that serum Creatinine was the same in both groups. The blood samples were collected from both groups 72 hours after cardiopulmonary bypass.,,,,0.308
52590789,NCT02672514,103400107,SUPERIORITY_OR_OTHER,,,,,,,0.211,,,,,,,Wilcoxon (Mann-Whitney),,,The early diagnosis of AKI currently depends on the detection of reduced kidney function by the rise of serum Cystatin C concentration. We test the null hypothesis that serum Cystatin C was the same in both groups. The first blood samples were collected before cardiopulmonary bypass.,,,,0.211
52590790,NCT02672514,103400107,SUPERIORITY_OR_OTHER,,,,,,,0.004,,,,,,,Wilcoxon (Mann-Whitney),,,The early diagnosis of AKI currently depends on the detection of reduced kidney function by the rise of serum Cystatin C concentration. We test the null hypothesis that serum Cystatin C was the same in both groups. The blood samples were collected on arrival of intensive care unit.,,,,0.004
52590791,NCT02672514,103400107,SUPERIORITY_OR_OTHER,,,,,,,0.221,,,,,,,Wilcoxon (Mann-Whitney),,,The early diagnosis of AKI currently depends on the detection of reduced kidney function by the rise of serum Cystatin C concentration. We test the null hypothesis that serum Cystatin C was the same in both groups. The blood samples were collected 24 hours after operation.,,,,0.221
52590792,NCT02672514,103400107,SUPERIORITY_OR_OTHER,,,,,,,0.796,,,,,,,Wilcoxon (Mann-Whitney),,,The early diagnosis of AKI currently depends on the detection of reduced kidney function by the rise of serum Cystatin C concentration. We test the null hypothesis that serum Cystatin C was the same in both groups. The blood samples were collected 48 hours after operation.,,,,0.796
52590793,NCT02672514,103400107,SUPERIORITY_OR_OTHER,,,,,,,0.463,,,,,,,Wilcoxon (Mann-Whitney),,,The early diagnosis of AKI currently depends on the detection of reduced kidney function by the rise of serum Cystatin C concentration. We test the null hypothesis that serum Cystatin C was the same in both groups. The blood samples were collected 72 hours after operation.,,,,0.463
52590794,NCT02672514,103400107,SUPERIORITY_OR_OTHER,,,,,,,0.118,,,,,,,Wilcoxon (Mann-Whitney),,,The early diagnosis of AKI currently depends on the detection of reduced kidney function by the rise of the postoperative NGAL levels in plasma. We test the null hypothesis that the NGAL level was the same in both groups. The first blood samples were collected before cardiopulmonary bypass.,,,,0.118
52590795,NCT02672514,103400107,SUPERIORITY_OR_OTHER,,,,,,,0.0001,,,,,,,Wilcoxon (Mann-Whitney),,,The early diagnosis of AKI currently depends on the detection of reduced kidney function by the rise of the postoperative NGAL levels in plasma. We test the null hypothesis that the NGAL level was the same in both groups. The blood samples were collected on arrival of intensive care unit.,,,,0.0001
52590796,NCT02672514,103400107,SUPERIORITY_OR_OTHER,,,,,,,0.0001,,,,,,,Wilcoxon (Mann-Whitney),,,The early diagnosis of AKI currently depends on the detection of reduced kidney function by the rise of the postoperative NGAL levels in plasma. We test the null hypothesis that the NGAL level was the same in both groups. The blood samples were collected one hour after cardiopulmonary bypass.,,,,0.0001
52709208,NCT00833105,103641906,SUPERIORITY_OR_OTHER,,,,,,,0.164,TWO_SIDED,,,,,,Mixed Models Analysis,Random subject effect,,,,,,0.164
52590797,NCT02672514,103400107,SUPERIORITY_OR_OTHER,,,,,,,0.0001,,,,,,,Wilcoxon (Mann-Whitney),,,The early diagnosis of AKI currently depends on the detection of reduced kidney function by the rise of the postoperative NGAL levels in plasma. We test the null hypothesis that the NGAL level was the same in both groups. The blood samples were collected four hours after cardiopulmonary bypass.,,,,0.0001
52590798,NCT02672514,103400107,SUPERIORITY_OR_OTHER,,,,,,,0.171,,,,,,,Wilcoxon (Mann-Whitney),,,The early diagnosis of AKI currently depends on the detection of reduced kidney function by the rise of the postoperative NGAL levels in plasma. We test the null hypothesis that the NGAL level was the same in both groups. The blood samples were collected 48 hours after cardiopulmonary bypass.,,,,0.171
52709209,NCT00833105,103641907,SUPERIORITY_OR_OTHER,,,,,,<,0.01,TWO_SIDED,,,,,,Wilcoxon Signed-Rank,No multiple comparison procedure,,"Pre-training score is average of a total of 9 efforts, including 3 efforts from the first 3 days of training. Post-training score is average of a total of 9 efforts, including 3 efforts from the last 3 days of training.",,,,<0.01
52590799,NCT00276016,103400109,SUPERIORITY_OR_OTHER_LEGACY,,,,,,,0.561,,95.0,,,,,ANOVA,,,For endpoint,,,,0.561
52590800,NCT00276016,103400110,SUPERIORITY_OR_OTHER_LEGACY,,,,,,<,0.001,,95.0,,,,,ANOVA,,,For endpoint,,,,<.001
52590801,NCT03151551,103400111,SUPERIORITY,,Rate Difference,8.1,,,,0.036,TWO_SIDED,95.0,0.5,15.8,,,"Regression, Logistic",,,"After data lock and initial analysis run, a medical inconsistency in baseline PASI data was identified (PASI=0 but BSA≥3%). The scenario was not anticipated or described in protocol or SAP. The inconsistency was resolved using medical judgment. The impacted participants had met baseline criteria for active psoriasis. Therefore, in the primary analysis, participants with baseline PASI=0 \& BSA≥3% were considered PASI100 responders if, and only if, PASI=0 \& BSA=0 achieved at week 24.",,15.8,0.5,0.036
52590802,NCT03151551,103400112,NON_INFERIORITY,"If the lower bound of the 2-sided 95% confidence Interval (CI) for the difference in proportions of responders on IXE minus ADA is greater than the pre-specified margin -12%, IXE will be deemed non-inferior to ADA.",Rate Difference,3.9,,,,,TWO_SIDED,95.0,-4.3,12.1,,,,,,,,12.1,-4.3,
52590803,NCT03151551,103400113,SUPERIORITY,,Rate Difference,13.4,,,,0.001,TWO_SIDED,95.0,5.3,21.6,,,"Regression, Logistic",,,"After data lock and initial analysis run, a medical inconsistency in baseline PASI data was identified (PASI=0 but BSA≥3%). The scenario was not anticipated or described in protocol or SAP. The inconsistency was resolved using medical judgment. The impacted participants had met baseline criteria for active psoriasis. Therefore, in the primary analysis, participants with baseline PASI=0 \& BSA≥3% were considered PASI100 responders if, and only if, PASI=0 \& BSA=0 achieved at week 24.",,21.6,5.3,0.001
52590804,NCT03151551,103400114,SUPERIORITY,,Mean Difference (Final Values),-1.03,STANDARD_ERROR_OF_MEAN,0.725,,0.155,TWO_SIDED,95.0,-2.46,0.39,,,Mixed Models Analysis,,,,,0.39,-2.46,0.155
52590805,NCT03151551,103400115,SUPERIORITY,,Mean Difference (Final Values),-0.06,STANDARD_ERROR_OF_MEAN,0.249,,0.823,TWO_SIDED,95.0,-0.54,0.43,,,Mixed Models Analysis,,,,,0.43,-0.54,0.823
52590806,NCT03151551,103400116,SUPERIORITY,,Mean Difference (Final Values),-0.67,STANDARD_ERROR_OF_MEAN,2.104,,0.752,TWO_SIDED,95.0,-4.8,3.47,,,Mixed Models Analysis,,,,,3.47,-4.80,0.752
52590807,NCT03151551,103400117,SUPERIORITY,,Mean Difference (Final Values),-2.79,STANDARD_ERROR_OF_MEAN,2.06,,0.177,TWO_SIDED,95.0,-6.83,1.26,,,Mixed Models Analysis,,,,,1.26,-6.83,0.177
52590808,NCT03151551,103400118,SUPERIORITY,,Mean Difference (Final Values),-1.35,STANDARD_ERROR_OF_MEAN,1.391,,0.332,TWO_SIDED,95.0,-4.08,1.38,,,Mixed Models Analysis,,,,,1.38,-4.08,0.332
52590809,NCT03151551,103400119,SUPERIORITY,,Mean Difference (Final Values),0.32,STANDARD_ERROR_OF_MEAN,0.599,,0.592,TWO_SIDED,95.0,-0.86,1.5,,,Mixed Models Analysis,,,,,1.50,-0.86,0.592
52590810,NCT03151551,103400120,SUPERIORITY,,Mean Difference (Final Values),-0.06,STANDARD_ERROR_OF_MEAN,0.045,,0.176,TWO_SIDED,95.0,-0.15,0.03,,,Mixed Models Analysis,,,,,0.03,-0.15,0.176
52590811,NCT03151551,103400121,SUPERIORITY,,Rate Difference,13.1,,,<,0.001,TWO_SIDED,95.0,5.4,20.7,,,"Regression, Logistic",,,"After data lock and initial analysis run, a medical inconsistency in baseline PASI data was identified (PASI=0 but BSA≥3%). The scenario was not anticipated or described in protocol or SAP. The inconsistency was resolved using medical judgment. The impacted participants had met baseline criteria for active psoriasis. Therefore, in the primary analysis, participants with baseline PASI=0 \& BSA≥3% were considered PASI100 responders if, and only if, PASI=0 \& BSA=0 achieved at week 52.",,20.7,5.4,<0.001
52590812,NCT03151551,103400122,SUPERIORITY,,Mean Difference (Final Values),-0.08,STANDARD_ERROR_OF_MEAN,0.091,,0.368,TWO_SIDED,95.0,-0.26,0.1,,,Mixed Models Analysis,,,,,0.10,-0.26,0.368
52590813,NCT03151551,103400123,SUPERIORITY,,Rate Difference,6.4,,,,0.108,TWO_SIDED,95.0,-1.8,14.5,,,"Regression, Logistic",,,MDA-18 Entheseal Points,,14.5,-1.8,0.108
52590814,NCT03151551,103400123,SUPERIORITY,,Rate Difference,5.3,,,,0.179,TWO_SIDED,95.0,-2.9,13.5,,,"Regression, Logistic",,,MDA-6 Entheseal Points,,13.5,-2.9,0.179
52590815,NCT03151551,103400124,SUPERIORITY,,Rate Difference,-1.1,,,,0.846,TWO_SIDED,95.0,-8.9,6.7,,,"Regression, Logistic",,,,,6.7,-8.9,0.846
52590816,NCT03151551,103400125,SUPERIORITY,,Mean Difference (Final Values),-0.49,STANDARD_ERROR_OF_MEAN,0.17,,0.004,TWO_SIDED,95.0,-0.83,-0.16,,,Mixed Models Analysis,,,,,-0.16,-0.83,0.004
52590817,NCT03151551,103400126,SUPERIORITY,,Mean Difference (Final Values),0.12,STANDARD_ERROR_OF_MEAN,0.305,,0.687,TWO_SIDED,95.0,-0.48,0.72,,,Mixed Models Analysis,,,,,0.72,-0.48,0.687
52590818,NCT03151551,103400127,SUPERIORITY,,Mean Difference (Final Values),0.1,STANDARD_ERROR_OF_MEAN,0.144,,0.507,TWO_SIDED,95.0,-0.19,0.38,,,Mixed Models Analysis,,,,,0.38,-0.19,0.507
52590819,NCT03151551,103400128,SUPERIORITY,,Mean Difference (Final Values),-3.4,STANDARD_ERROR_OF_MEAN,14.951,,0.82,TWO_SIDED,95.0,-32.78,25.99,,,Mixed Models Analysis,,,,,25.99,-32.78,0.820
52590820,NCT03151551,103400129,SUPERIORITY,,Mean Difference (Final Values),-1.54,STANDARD_ERROR_OF_MEAN,0.79,,0.052,TWO_SIDED,95.0,-3.09,0.02,,,Mixed Models Analysis,,,,,0.02,-3.09,0.052
52709210,NCT00833105,103641908,SUPERIORITY_OR_OTHER,,,,,,<,0.05,TWO_SIDED,,,,,No multiple comparison procedure performed,Wilcoxon Signed Rank Test,,,,,,,<0.05
52709211,NCT00833105,103641909,SUPERIORITY_OR_OTHER,,,,,,<,0.0001,TWO_SIDED,,,,,No multiple comparison procedure,Wilcoxon Signed Rank Test,,,,,,,<0.0001
52590821,NCT03151551,103400130,SUPERIORITY,,Mean Difference (Final Values),-2.7,STANDARD_ERROR_OF_MEAN,0.949,,0.005,TWO_SIDED,95.0,-4.57,-0.84,,,Mixed Models Analysis,,,,,-0.84,-4.57,0.005
52590822,NCT03151551,103400131,SUPERIORITY,,Mean Difference (Final Values),-0.29,STANDARD_ERROR_OF_MEAN,0.202,,0.158,TWO_SIDED,95.0,-0.68,0.11,,,Mixed Models Analysis,,,,,0.11,-0.68,0.158
52590823,NCT03151551,103400132,SUPERIORITY,,Mean Difference (Final Values),-0.08,STANDARD_ERROR_OF_MEAN,0.21,,0.711,TWO_SIDED,95.0,-0.49,0.33,,,Mixed Models Analysis,,,,,0.33,-0.49,0.711
52590824,NCT03151551,103400133,SUPERIORITY,,Mean Difference (Final Values),0.52,STANDARD_ERROR_OF_MEAN,0.674,,0.439,TWO_SIDED,95.0,-0.8,1.85,,,Mixed Models Analysis,,,,,1.85,-0.80,0.439
52590825,NCT03151551,103400134,SUPERIORITY,,Mean Difference (Final Values),0.46,STANDARD_ERROR_OF_MEAN,0.86,,0.594,TWO_SIDED,95.0,-1.23,2.15,,,Mixed Models Analysis,,,,,2.15,-1.23,0.594
52590826,NCT03151551,103400135,SUPERIORITY,,Mean Difference (Final Values),0.0,STANDARD_ERROR_OF_MEAN,0.017,,0.979,TWO_SIDED,95.0,-0.03,0.03,,,Mixed Models Analysis,,,,,0.03,-0.03,0.979
52590827,NCT03151551,103400136,SUPERIORITY,,Mean Difference (Final Values),4.78,STANDARD_ERROR_OF_MEAN,1.782,,0.008,TWO_SIDED,95.0,1.28,8.28,,,Mixed Models Analysis,,,,,8.28,1.28,0.008
52590828,NCT03151551,103400137,SUPERIORITY,,Mean Difference (Final Values),-1.12,STANDARD_ERROR_OF_MEAN,0.335,<,0.001,TWO_SIDED,95.0,-1.78,-0.46,,,Mixed Models Analysis,,,,,-0.46,-1.78,<0.001
52590829,NCT03151551,103400138,SUPERIORITY,,Rate Difference,5.7,,,,0.165,TWO_SIDED,95.0,-2.4,13.7,,,"Regression, Logistic",,,Effectiveness of Medication,,13.7,-2.4,0.165
52590830,NCT03151551,103400138,SUPERIORITY,,Rate Difference,6.7,,,,0.098,TWO_SIDED,95.0,-1.4,14.8,,,"Regression, Logistic",,,Effectiveness over Time of Medication,,14.8,-1.4,0.098
52590831,NCT03151551,103400138,SUPERIORITY,,Rate Difference,4.6,,,,0.241,TWO_SIDED,95.0,-3.4,12.6,,,"Regression, Logistic",,,Long Term Safety of Medication,,12.6,-3.4,0.241
52590832,NCT03151551,103400138,SUPERIORITY,,Rate Difference,4.9,,,,0.215,TWO_SIDED,95.0,-3.1,13.0,,,"Regression, Logistic",,,Overall Satisfaction with Medication,,13.0,-3.1,0.215
52590833,NCT03151551,103400138,SUPERIORITY,,Rate Difference,2.1,,,,0.561,TWO_SIDED,95.0,-5.5,9.7,,,"Regression, Logistic",,,Mostly Satisfied to any Questions,,9.7,-5.5,0.561
