id,nct_id,ctgov_group_code,result_type,title,description,outcome_id
324628602,NCT01127321,OG001,Outcome,MEDI-570 0.03 MG,"A single open-label dose of MEDI-570, 0.03 milligram (mg) subcutaneous injection on Day 1.",103409247.0
324628603,NCT01127321,OG002,Outcome,MEDI-570 0.1 MG,"A single open-label dose of MEDI-570, 0.1 mg subcutaneous injection on Day 1.",103409247.0
324628604,NCT01127321,OG003,Outcome,MEDI-570 0.3 MG,"A single double-blind dose of MEDI-570, 0.3 mg subcutaneous injection on Day 1.",103409247.0
324628605,NCT01127321,OG004,Outcome,MEDI-570 1 MG,"A single double-blind dose of MEDI-570, 1 mg subcutaneous injection on Day 1.",103409247.0
324628606,NCT01127321,OG000,Outcome,Placebo,A single double-blind dose of placebo matched to MEDI-570 subcutaneous injection on Day 1.,103409248.0
324628607,NCT01127321,OG001,Outcome,MEDI-570 0.03 MG,"A single open-label dose of MEDI-570, 0.03 milligram (mg) subcutaneous injection on Day 1.",103409248.0
324628608,NCT01127321,OG002,Outcome,MEDI-570 0.1 MG,"A single open-label dose of MEDI-570, 0.1 mg subcutaneous injection on Day 1.",103409248.0
324628609,NCT01127321,OG003,Outcome,MEDI-570 0.3 MG,"A single double-blind dose of MEDI-570, 0.3 mg subcutaneous injection on Day 1.",103409248.0
324628610,NCT01127321,OG004,Outcome,MEDI-570 1 MG,"A single double-blind dose of MEDI-570, 1 mg subcutaneous injection on Day 1.",103409248.0
324628611,NCT01859611,OG000,Outcome,Radiofrequency,"Radiofrequency (RF) treatment with the TriActive+ RF device on the peri-oral and/or peri-orbital areas of the face once a week for eight weeks.

TriActive+ RF: Radio frequency handpiece uses a multi-polar technology with a particular electrical frequency of 1MHz. The handpiece has a special ""skin contact identification"" system which delivers energy only when electrodes are adherent to the skin surface in order to avoid the prickling sensation when the treatment starts.",103409249.0
324628612,NCT04081389,OG000,Outcome,Arm 1: Interferon Alpha-2b at DL 1,"Dose Level 1

Celecoxib: 200 mg orally BID on days 1-3 of weeks 1-3.

Interferon alpha-2b: None

Rintatolimod: 200 mg intravenous on days 1-3 of weeks 1-3.

Paclitaxel: 80 mg/m2 intravenous once weekly on day 1",103409252.0
324628613,NCT04081389,OG001,Outcome,Arm 2: Interferon Alpha-2b at DL 2,"Dose Level 2

Celecoxib: 200 mg orally BID on days 1-3 of weeks 1-3.

Interferon alpha-2b: 5 million units/m2 IV on days 1-3 of weeks 1-3.

Rintatolimod: 200 mg intravenous on days 1-3 of weeks 1-3.

Paclitaxel: 80 mg/m2 intravenous once weekly on day 1",103409252.0
324628614,NCT04081389,OG002,Outcome,Arm 3: Interferon Alpha-2b at DL 3,"Dose Level 3

Celecoxib: 200 mg orally BID on days 1-3 of weeks 1-3.

Interferon alpha-2b: 10 million units/m2 IV on days 1-3 of weeks 1-3.

Rintatolimod: 200 mg intravenous on days 1-3 of weeks 1-3.

Paclitaxel: 80 mg/m2 intravenous once weekly on day 1",103409252.0
324628615,NCT04081389,OG003,Outcome,Arm 4: Interferon Alpha-2b at DL 4,"Dose Level 4

Celecoxib: 200 mg orally BID on days 1-3 of weeks 1-3.

Interferon alpha-2b: 20 million units/m2 IV on days 1-3 of weeks 1-3.

Rintatolimod: 200 mg intravenous on days 1-3 of weeks 1-3.

Paclitaxel: 80 mg/m2 intravenous once weekly on day 1",103409252.0
325424673,NCT04259424,OG000,Outcome,Aerobic Exercise + Upper Extremity Rehabilitation,"Subjects will receive a total of 18 intervention sessions. In each intervention session, subjects will perform 15 minutes of aerobic exercise on a stationary cycle followed by 200 repetitions of an upper extremity rehabilitation program.

Aerobic Exercise + Duck Duck Punch: Subjects will perform 15 minutes of aerobic exercise on a recumbent stationary cycle. On each session the target intensity of aerobic exercise will be 70% heart rate reserve.

Following a 10-minute rest break subjects will perform 200 repetitions on an upper extremity rehabilitation game called Duck Duck Punch (DDP). Duck Duck Punch is an interactive game with an old school carnival theme. DDP is unique as it uses Microsoft Kinect skeletal tracking technology to assess movement performance. The participant sits in front of the Microsoft Kinect and controls a virtual arm with his/her physical arm; reaching forward to ""punch"" virtual ducks. A therapist will oversee the subject's safety and progress during DDP. DDP will be dosed based on the number of repetitions performed. A repetition is recorded when the player moves his/her arm so that the avatar leaves a start position. The goal dose for subjects will be 200 repetitions per DDP session.",103648183.0
325424674,NCT04259424,OG000,Outcome,Aerobic Exercise + Upper Extremity Rehabilitation,"Subjects will receive a total of 18 intervention sessions. In each intervention session, subjects will perform 15 minutes of aerobic exercise on a stationary cycle followed by 200 repetitions of an upper extremity rehabilitation program.

Aerobic Exercise + Duck Duck Punch: Subjects will perform 15 minutes of aerobic exercise on a recumbent stationary cycle. On each session the target intensity of aerobic exercise will be 70% heart rate reserve.

Following a 10-minute rest break subjects will perform 200 repetitions on an upper extremity rehabilitation game called Duck Duck Punch (DDP). Duck Duck Punch is an interactive game with an old school carnival theme. DDP is unique as it uses Microsoft Kinect skeletal tracking technology to assess movement performance. The participant sits in front of the Microsoft Kinect and controls a virtual arm with his/her physical arm; reaching forward to ""punch"" virtual ducks. A therapist will oversee the subject's safety and progress during DDP. DDP will be dosed based on the number of repetitions performed. A repetition is recorded when the player moves his/her arm so that the avatar leaves a start position. The goal dose for subjects will be 200 repetitions per DDP session.",103648184.0
325424675,NCT00766636,OG000,Outcome,Gemcitabine + Erlotinib Without Radiation,"Gemcitabine + Erlotinib without radiation - Arm A: Gemcitabine 1000 mg/M\^2 given intravenously over 100 min. every week for 6 doses beginning day 1 (days 1, 8, 15, 22, 29, 36) +/- 1 day. Erlotinib 100 mg daily by mouth on days 1-42.

Surgical removal of the pancreas and duodenum.",103648185.0
325424676,NCT00766636,OG001,Outcome,Gemcitabine + Erlotinib With Radiation,"Gemcitabine + Erlotinib with radiation - Arm B: Gemcitabine 400 mg/M\^2 given intravenously over 40 min. every week for 6 doses beginning day 1 (days 1, 8, 15, 22, 29, 36) +/- 1 day. Erlotinib 100 mg daily by mouth on days 1-42. Radiation therapy 1 time each day for 5 days in a row for 5 1/2 weeks starting on Day 1 for a total of 50.4 Gy. Surgical removal of the pancreas and duodenum.",103648185.0
325424677,NCT03139578,OG000,Outcome,Test 8.5BC,Subjects randomized to receive senofilcon A lens 8.5 base curve in either the right or left eye and successfully completed all assessments without a major protocol deviation.,103648186.0
325424678,NCT03139578,OG001,Outcome,Test 9.0BC,Subjects randomized to receive senofilcon A lens 9.0 base curve in either the right or left eye and successfully completed all assessments without a major protocol deviation.,103648186.0
324628616,NCT04081389,OG000,Outcome,Arm 1: Interferon Alpha-2b at DL 1,"Dose Level 1

Celecoxib: 200 mg orally BID on days 1-3 of weeks 1-3.

Interferon alpha-2b: None

Rintatolimod: 200 mg intravenous on days 1-3 of weeks 1-3.

Paclitaxel: 80 mg/m2 intravenous once weekly on day 1",103409253.0
325424679,NCT03139578,OG002,Outcome,Control 8.5BC,Subjects randomized to receive narafilcon A lens 8.5 base curve in either the right or left eye and successfully completed all assessments without a major protocol deviation.,103648186.0
325424680,NCT03139578,OG003,Outcome,Control 9.0BC,Subjects randomized to receive narafilcon A lens 9.0 base curve in either the right or left eye and successfully completed all assessments without a major protocol deviation.,103648186.0
325028279,NCT00887822,OG001,Outcome,"Placebo, Capecitabine and Cisplatin",Participants received placebo matched to bevacizumab on Day 1 of every 3-week cycle in combination with capecitabine 1000 mg/m\^2 orally twice daily (total daily dose 2000 mg/m\^2) on Days 1-14 of every 3-week cycle and cisplatin 80 mg/m\^2 IV infusion on Day 1 of every 3-week cycle for a maximum of 6 cycles; until disease progression or unmanageable toxicity.,103527787.0
323834338,NCT03210961,OG005,Outcome,PF-06826647 1600 mg SAD,"During the SAD period (Period 1), healthy participants received PF-06826647 1600 mg SD in fasted state.",103168337.0
323834339,NCT03210961,OG000,Outcome,PF-06826647 3 mg SAD,"During the SAD period (Period 1), healthy participants received PF-06826647 3 mg SD in fasted state.",103168338.0
323834340,NCT03210961,OG001,Outcome,PF-06826647 10 mg SAD,"During the SAD period (Period 1), healthy participants received PF-06826647 10 mg SD in fasted state.",103168338.0
325028280,NCT00887822,OG000,Outcome,"Bevacizumab, Capecitabine and Cisplatin",Participants received bevacizumab 7.5 mg/kg IV infusion on Day 1 of every 3-week cycle in combination with capecitabine 1000 mg/m\^2 orally twice daily (total daily dose 2000 mg/m\^2) on Days 1-14 of every 3-week cycle and cisplatin 80 mg/m\^2 IV infusion on Day 1 of every 3-week cycle for a maximum of 6 cycles; until disease progression or unmanageable toxicity.,103527788.0
325028281,NCT00887822,OG001,Outcome,"Placebo, Capecitabine and Cisplatin",Participants received placebo matched to bevacizumab on Day 1 of every 3-week cycle in combination with capecitabine 1000 mg/m\^2 orally twice daily (total daily dose 2000 mg/m\^2) on Days 1-14 of every 3-week cycle and cisplatin 80 mg/m\^2 IV infusion on Day 1 of every 3-week cycle for a maximum of 6 cycles; until disease progression or unmanageable toxicity.,103527788.0
325028282,NCT00887822,OG000,Outcome,"Bevacizumab, Capecitabine and Cisplatin",Participants received bevacizumab 7.5 mg/kg IV infusion on Day 1 of every 3-week cycle in combination with capecitabine 1000 mg/m\^2 orally twice daily (total daily dose 2000 mg/m\^2) on Days 1-14 of every 3-week cycle and cisplatin 80 mg/m\^2 IV infusion on Day 1 of every 3-week cycle for a maximum of 6 cycles; until disease progression or unmanageable toxicity.,103527789.0
325028283,NCT00887822,OG001,Outcome,"Placebo, Capecitabine and Cisplatin",Participants received placebo matched to bevacizumab on Day 1 of every 3-week cycle in combination with capecitabine 1000 mg/m\^2 orally twice daily (total daily dose 2000 mg/m\^2) on Days 1-14 of every 3-week cycle and cisplatin 80 mg/m\^2 IV infusion on Day 1 of every 3-week cycle for a maximum of 6 cycles; until disease progression or unmanageable toxicity.,103527789.0
325028284,NCT00887822,OG000,Outcome,"Bevacizumab, Capecitabine and Cisplatin",Participants received bevacizumab 7.5 mg/kg IV infusion on Day 1 of every 3-week cycle in combination with capecitabine 1000 mg/m\^2 orally twice daily (total daily dose 2000 mg/m\^2) on Days 1-14 of every 3-week cycle and cisplatin 80 mg/m\^2 IV infusion on Day 1 of every 3-week cycle for a maximum of 6 cycles; until disease progression or unmanageable toxicity.,103527790.0
325028285,NCT00887822,OG001,Outcome,"Placebo, Capecitabine and Cisplatin",Participants received placebo matched to bevacizumab on Day 1 of every 3-week cycle in combination with capecitabine 1000 mg/m\^2 orally twice daily (total daily dose 2000 mg/m\^2) on Days 1-14 of every 3-week cycle and cisplatin 80 mg/m\^2 IV infusion on Day 1 of every 3-week cycle for a maximum of 6 cycles; until disease progression or unmanageable toxicity.,103527790.0
325028286,NCT00887822,OG000,Outcome,"Bevacizumab, Capecitabine and Cisplatin",Participants received bevacizumab 7.5 mg/kg IV infusion on Day 1 of every 3-week cycle in combination with capecitabine 1000 mg/m\^2 orally twice daily (total daily dose 2000 mg/m\^2) on Days 1-14 of every 3-week cycle and cisplatin 80 mg/m\^2 IV infusion on Day 1 of every 3-week cycle for a maximum of 6 cycles; until disease progression or unmanageable toxicity.,103527791.0
